Job Title,Job Category,Company,Salary,Skills Required
DevOps Engineer,DevOps,Amazon,32 LPA,"Kubernetes, CI/CD, Docker, Jenkins, AWS"
Database Administrator,Database Management,Infosys,15 LPA,"Backup and Recovery, SQL, Oracle, Performance Tuning"
Frontend Developer,Web Development,Cisco,15 LPA,"JavaScript, HTML, CSS, React, Next.js"
DevOps Engineer,DevOps,Meta,24 LPA,"Kubernetes, Linux, Jenkins, AWS, Docker, Ansible"
Security Analyst,Cybersecurity,IBM,26 LPA,"Incident Response, Python, Firewall Management, Network Security"
Business Analyst,Business Analysis,Cisco,16 LPA,"Requirement Gathering, SQL, Business Analysis, Tableau"
Cloud Engineer,Cloud Computing,Cisco,28 LPA,"AWS, Cloud Security, Terraform, Docker"
DevOps Engineer,DevOps,IBM,24 LPA,"CI/CD, Jenkins, AWS, Kubernetes, Ansible"
Data Analyst,Data Science,Cisco,30 LPA,"Data Visualization, Tableau, Python, Excel, Statistics"
Senior Data Scientist,Data Science,Accenture,25 LPA,"Machine Learning, Python, Data Analysis, Statistics, Pandas, TensorFlow, SQL, Hadoop"
AI Engineer,Artificial Intelligence,Capgemini,30 LPA,"Deep Learning, Python, NLP"
Security Analyst,Cybersecurity,Microsoft,22 LPA,"Python, Ethical Hacking, Firewall Management, Incident Response, Network Security"
Digital Marketing Specialist,Digital Marketing,Capgemini,8 LPA,"SEM, SEO, Email Marketing"
Database Administrator,Database Management,Microsoft,20 LPA,"Backup and Recovery, Oracle, SQL, Performance Tuning, Database Design"
Business Analyst,Business Analysis,Infosys,14 LPA,"Excel, Power BI, Tableau, SQL, Business Analysis, Requirement Gathering"
Security Analyst,Cybersecurity,IBM,26 LPA,"Firewall Management, Incident Response, Python, Network Security, SIEM"
Backend Developer,Web Development,Microsoft,18 LPA,"APIs, Django, Git, Python"
DevOps Engineer,DevOps,TCS,32 LPA,"CI/CD, AWS, Jenkins, Kubernetes"
Security Analyst,Cybersecurity,Google,30 LPA,"Incident Response, Ethical Hacking, Firewall Management, Python, Network Security"
Database Administrator,Database Management,TCS,15 LPA,"Database Design, SQL, Oracle, Backup and Recovery, Performance Tuning"
AI Engineer,Artificial Intelligence,Deloitte,30 LPA,"TensorFlow, Python, Computer Vision, Deep Learning"
Cloud Engineer,Cloud Computing,Infosys,25 LPA,"AWS, Kubernetes, Docker, Cloud Security, Azure"
Cloud Engineer,Cloud Computing,Meta,25 LPA,"Terraform, Cloud Security, Kubernetes, Linux"
Backend Developer,Web Development,Capgemini,12 LPA,"Python, APIs, Django, Git, Flask, SQL"
AI Engineer,Artificial Intelligence,Microsoft,35 LPA,"Python, Deep Learning, NLP, Computer Vision"
Java Developer,Software Engineering,Accenture,14 LPA,"Java, SQL, OOP Concepts, Spring Boot, JUnit"
Senior Data Scientist,Data Science,Google,25 LPA,"Machine Learning, SQL, TensorFlow, Statistics, Python, Pandas, Data Analysis"
Senior Data Scientist,Data Science,Accenture,20 LPA,"SQL, Pandas, Statistics, TensorFlow, Data Analysis"
Cloud Engineer,Cloud Computing,Meta,32 LPA,"AWS, Terraform, Linux, Docker, GCP"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"Docker, Linux, Cloud Security, AWS"
Cloud Engineer,Cloud Computing,Accenture,28 LPA,"Terraform, Cloud Security, Kubernetes, AWS, GCP"
Cloud Engineer,Cloud Computing,Capgemini,25 LPA,"Cloud Security, Terraform, Docker, AWS"
Backend Developer,Web Development,Accenture,18 LPA,"Flask, Python, Django, SQL, Git, APIs, Bootstrap"
Frontend Developer,Web Development,Capgemini,12 LPA,"CSS, HTML, Git, React, Responsive Design, JavaScript"
Backend Developer,Web Development,Infosys,12 LPA,"Python, APIs, Django, SQL, Flask, Git, Bootstrap"
Data Analyst,Data Science,Cisco,25 LPA,"Python, Excel, SQL, Statistics, Tableau, Data Visualization"
AI Engineer,Artificial Intelligence,Cisco,35 LPA,"NLP, Python, TensorFlow, Computer Vision, Deep Learning"
Data Analyst,Data Science,TCS,25 LPA,"SQL, Statistics, Tableau, Excel"
Business Analyst,Business Analysis,Google,16 LPA,"Excel, SQL, Business Analysis, Tableau"
Business Analyst,Business Analysis,Amazon,10 LPA,"Excel, Business Analysis, Requirement Gathering, Power BI, Tableau, Agile Methodology"
Frontend Developer,Web Development,IBM,18 LPA,"React, JavaScript, Git, HTML, Responsive Design, CSS"
Database Administrator,Database Management,IBM,20 LPA,"Performance Tuning, Oracle, SQL, PostgreSQL"
Security Analyst,Cybersecurity,Google,26 LPA,"Ethical Hacking, Incident Response, Network Security, Firewall Management, Python"
Java Developer,Software Engineering,Microsoft,20 LPA,"Maven, Spring Boot, OOP Concepts, Data Structures"
AI Engineer,Artificial Intelligence,Infosys,25 LPA,"TensorFlow, NLP, Computer Vision, Python"
Database Administrator,Database Management,Amazon,18 LPA,"SQL, Oracle, Performance Tuning, Backup and Recovery, PostgreSQL"
DevOps Engineer,DevOps,Capgemini,28 LPA,"Docker, Jenkins, Kubernetes, Linux"
Backend Developer,Web Development,Meta,18 LPA,"Flask, SQL, Python, APIs, Django, Git"
Backend Developer,Web Development,Accenture,18 LPA,"Git, SQL, Python, Django, Flask, Next.js"
Security Analyst,Cybersecurity,Capgemini,26 LPA,"Firewall Management, Network Security, Ethical Hacking, Incident Response"
Senior Data Scientist,Data Science,Microsoft,30 LPA,"Data Analysis, TensorFlow, SQL, Pandas, Machine Learning, Python, Statistics"
Data Analyst,Data Science,Cisco,30 LPA,"Python, Data Visualization, Tableau, Excel, Hadoop"
DevOps Engineer,DevOps,Accenture,24 LPA,"AWS, Kubernetes, Docker, CI/CD, Linux, Ansible"
Cloud Engineer,Cloud Computing,Cisco,25 LPA,"Docker, Kubernetes, Terraform, AWS, Linux, Cloud Security"
Digital Marketing Specialist,Digital Marketing,Google,10 LPA,"SEO, Email Marketing, Google Analytics, Content Marketing, SEM"
Senior Data Scientist,Data Science,Accenture,30 LPA,"Python, Machine Learning, TensorFlow, Data Analysis, SQL, PySpark"
Security Analyst,Cybersecurity,Amazon,22 LPA,"Ethical Hacking, Network Security, Firewall Management, Python, Cryptography"
Cloud Engineer,Cloud Computing,IBM,32 LPA,"AWS, Kubernetes, Cloud Security, Docker, Terraform, Linux"
AI Engineer,Artificial Intelligence,Amazon,30 LPA,"Python, TensorFlow, NLP, Computer Vision"
Backend Developer,Web Development,IBM,15 LPA,"Flask, Django, Git, SQL, Python, Next.js"
Senior Data Scientist,Data Science,Meta,20 LPA,"Pandas, Statistics, SQL, Machine Learning, Data Analysis, Hadoop"
Java Developer,Software Engineering,Infosys,18 LPA,"Data Structures, OOP Concepts, Java, Maven"
Business Analyst,Business Analysis,TCS,16 LPA,"Requirement Gathering, SQL, Excel, Tableau, Business Analysis, Power BI"
Database Administrator,Database Management,Accenture,20 LPA,"Database Design, Oracle, Performance Tuning, SQL, Backup and Recovery"
Senior Data Scientist,Data Science,IBM,20 LPA,"Python, TensorFlow, Machine Learning, SQL, Data Analysis, PySpark"
Business Analyst,Business Analysis,Infosys,10 LPA,"Power BI, Excel, Tableau, Requirement Gathering"
Backend Developer,Web Development,Microsoft,18 LPA,"Git, Flask, APIs, SQL, Python"
Java Developer,Software Engineering,Deloitte,20 LPA,"Java, Maven, Spring Boot, SQL"
Java Developer,Software Engineering,TCS,18 LPA,"Maven, SQL, OOP Concepts, Java, Spring Boot, Data Structures"
Security Analyst,Cybersecurity,IBM,30 LPA,"Network Security, Firewall Management, Ethical Hacking, Incident Response"
Security Analyst,Cybersecurity,Infosys,22 LPA,"Network Security, Firewall Management, Ethical Hacking, Incident Response, Python"
DevOps Engineer,DevOps,Google,24 LPA,"Docker, Kubernetes, AWS, Linux, Jenkins, CI/CD"
Backend Developer,Web Development,Amazon,15 LPA,"Python, Flask, SQL, APIs, Git"
Senior Data Scientist,Data Science,Meta,20 LPA,"Machine Learning, Statistics, Data Analysis, Python, SQL, TensorFlow"
Security Analyst,Cybersecurity,IBM,26 LPA,"Incident Response, Python, Firewall Management, Network Security, Ethical Hacking"
Business Analyst,Business Analysis,Deloitte,14 LPA,"Business Analysis, SQL, Requirement Gathering, Excel, Power BI"
Senior Data Scientist,Data Science,Google,25 LPA,"Python, Data Analysis, Machine Learning, SQL, Statistics, TensorFlow"
Business Analyst,Business Analysis,Deloitte,16 LPA,"Excel, Power BI, Requirement Gathering, Tableau"
Database Administrator,Database Management,IBM,15 LPA,"Oracle, Performance Tuning, Backup and Recovery, SQL, Database Design"
Business Analyst,Business Analysis,Google,16 LPA,"Power BI, Excel, SQL, Business Analysis, Requirement Gathering, Tableau"
Data Analyst,Data Science,IBM,25 LPA,"Tableau, Python, Excel, SQL, Data Visualization, Statistics"
Security Analyst,Cybersecurity,Microsoft,26 LPA,"Ethical Hacking, Network Security, Python, Firewall Management"
AI Engineer,Artificial Intelligence,Infosys,25 LPA,"Computer Vision, Deep Learning, Python, TensorFlow, PyTorch"
Security Analyst,Cybersecurity,Cisco,26 LPA,"Ethical Hacking, Network Security, Python, Incident Response"
Java Developer,Software Engineering,Accenture,14 LPA,"Spring Boot, Maven, Data Structures, OOP Concepts, SQL"
Senior Data Scientist,Data Science,Infosys,30 LPA,"SQL, Statistics, Machine Learning, TensorFlow, Data Analysis, Pandas, Hadoop"
Cloud Engineer,Cloud Computing,Infosys,28 LPA,"Linux, Terraform, Cloud Security, Kubernetes, GCP"
Frontend Developer,Web Development,Amazon,15 LPA,"Git, HTML, React, CSS, Responsive Design, JavaScript, Next.js"
Frontend Developer,Web Development,Amazon,15 LPA,"Responsive Design, CSS, JavaScript, HTML, Git, Bootstrap"
Security Analyst,Cybersecurity,Meta,22 LPA,"Network Security, Python, Incident Response, Ethical Hacking"
Database Administrator,Database Management,Cisco,15 LPA,"Performance Tuning, Oracle, SQL, Database Design, Backup and Recovery"
DevOps Engineer,DevOps,Microsoft,24 LPA,"Linux, AWS, Docker, CI/CD, Jenkins"
Digital Marketing Specialist,Digital Marketing,Capgemini,8 LPA,"Google Analytics, Email Marketing, SEO, Content Marketing"
Senior Data Scientist,Data Science,Infosys,20 LPA,"Pandas, Data Analysis, SQL, Python, Machine Learning, Hadoop"
Database Administrator,Database Management,Cisco,20 LPA,"Performance Tuning, Oracle, Backup and Recovery"
Business Analyst,Business Analysis,Deloitte,14 LPA,"Excel, SQL, Requirement Gathering, Power BI, Business Analysis, Tableau, Agile Methodology"
Security Analyst,Cybersecurity,Amazon,26 LPA,"Ethical Hacking, Incident Response, Python, Firewall Management"
Cloud Engineer,Cloud Computing,Infosys,28 LPA,"Kubernetes, Docker, Linux, Cloud Security, Terraform, AWS"
Java Developer,Software Engineering,TCS,14 LPA,"SQL, Data Structures, Java, OOP Concepts, Maven, Spring Boot, Hibernate"
Business Analyst,Business Analysis,Deloitte,16 LPA,"Power BI, SQL, Requirement Gathering, Excel, Business Analysis, Agile Methodology"
Cloud Engineer,Cloud Computing,IBM,28 LPA,"Docker, AWS, Linux, Cloud Security, Azure"
Business Analyst,Business Analysis,Cisco,16 LPA,"Business Analysis, Tableau, SQL, Requirement Gathering, Power BI, Excel"
Frontend Developer,Web Development,Google,15 LPA,"HTML, Git, React, JavaScript"
Database Administrator,Database Management,Accenture,20 LPA,"Oracle, Performance Tuning, Database Design, Backup and Recovery, PostgreSQL"
Data Analyst,Data Science,Cisco,30 LPA,"Python, SQL, Data Visualization, Statistics, Excel, PySpark"
Data Analyst,Data Science,Accenture,25 LPA,"Statistics, Excel, SQL, Data Visualization, Python"
AI Engineer,Artificial Intelligence,IBM,30 LPA,"Deep Learning, NLP, Computer Vision, Python"
Cloud Engineer,Cloud Computing,TCS,32 LPA,"AWS, Terraform, Cloud Security, Linux, Kubernetes"
Cloud Engineer,Cloud Computing,Cisco,25 LPA,"Cloud Security, Terraform, Linux, Kubernetes, Docker, AWS, Azure"
Java Developer,Software Engineering,Deloitte,14 LPA,"Java, OOP Concepts, Data Structures, SQL, Maven, Hibernate"
Java Developer,Software Engineering,TCS,14 LPA,"SQL, Spring Boot, OOP Concepts, Data Structures, Maven"
AI Engineer,Artificial Intelligence,Amazon,25 LPA,"NLP, Python, TensorFlow, Deep Learning, Computer Vision"
Database Administrator,Database Management,Google,15 LPA,"Database Design, SQL, Oracle, Performance Tuning, Backup and Recovery"
Business Analyst,Business Analysis,Deloitte,14 LPA,"Excel, Requirement Gathering, Tableau, Business Analysis"
Security Analyst,Cybersecurity,TCS,22 LPA,"Python, Ethical Hacking, Network Security"
Digital Marketing Specialist,Digital Marketing,Amazon,10 LPA,"SEM, Google Analytics, SEO"
Security Analyst,Cybersecurity,Cisco,30 LPA,"Network Security, Ethical Hacking, Firewall Management, Python, SIEM"
AI Engineer,Artificial Intelligence,Microsoft,25 LPA,"NLP, TensorFlow, Computer Vision"
Java Developer,Software Engineering,Amazon,14 LPA,"SQL, Java, Spring Boot, Data Structures, Hibernate"
Backend Developer,Web Development,Meta,12 LPA,"SQL, Flask, APIs, Python, Git"
DevOps Engineer,DevOps,Google,24 LPA,"Kubernetes, Docker, Linux, AWS, CI/CD, Jenkins"
Database Administrator,Database Management,Capgemini,20 LPA,"Database Design, Oracle, Performance Tuning, Backup and Recovery, SQL, PostgreSQL"
Java Developer,Software Engineering,IBM,20 LPA,"Java, Data Structures, Maven, SQL, Hibernate"
Security Analyst,Cybersecurity,Microsoft,30 LPA,"Incident Response, Python, Ethical Hacking, Network Security"
DevOps Engineer,DevOps,Accenture,28 LPA,"Kubernetes, Docker, Linux, CI/CD, AWS"
Backend Developer,Web Development,Infosys,18 LPA,"Flask, Django, Python, APIs, SQL"
Digital Marketing Specialist,Digital Marketing,Microsoft,10 LPA,"Content Marketing, SEM, Email Marketing, SEO"
DevOps Engineer,DevOps,Meta,24 LPA,"Docker, Kubernetes, Jenkins, CI/CD, Linux, AWS, Ansible"
Security Analyst,Cybersecurity,Infosys,30 LPA,"Firewall Management, Incident Response, Network Security, Python, SIEM"
Business Analyst,Business Analysis,Infosys,16 LPA,"Excel, Power BI, SQL, Tableau, Requirement Gathering"
DevOps Engineer,DevOps,Accenture,24 LPA,"Docker, Jenkins, Linux, AWS, Kubernetes, CI/CD, Ansible"
Business Analyst,Business Analysis,Microsoft,10 LPA,"SQL, Power BI, Business Analysis, Tableau, Agile Methodology"
Digital Marketing Specialist,Digital Marketing,TCS,12 LPA,"SEO, Content Marketing, Email Marketing, SEM"
Backend Developer,Web Development,Microsoft,12 LPA,"Python, APIs, Django, Flask"
Security Analyst,Cybersecurity,Accenture,22 LPA,"Incident Response, Ethical Hacking, Firewall Management, Network Security"
DevOps Engineer,DevOps,Microsoft,28 LPA,"AWS, Docker, Jenkins, Linux, Kubernetes, CI/CD, Ansible"
Security Analyst,Cybersecurity,Capgemini,26 LPA,"Python, Incident Response, Firewall Management"
Senior Data Scientist,Data Science,Amazon,30 LPA,"Machine Learning, TensorFlow, Statistics, Pandas, Data Analysis, SQL, Python"
Frontend Developer,Web Development,Deloitte,15 LPA,"Git, Responsive Design, CSS, JavaScript, HTML, React"
Backend Developer,Web Development,Google,12 LPA,"Python, SQL, Flask, Django, APIs"
Security Analyst,Cybersecurity,IBM,26 LPA,"Network Security, Ethical Hacking, Python, Cryptography"
AI Engineer,Artificial Intelligence,Accenture,35 LPA,"Deep Learning, Computer Vision, Python, NLP"
Senior Data Scientist,Data Science,Google,25 LPA,"SQL, Python, Statistics, Pandas, Machine Learning, Data Analysis"
Frontend Developer,Web Development,Google,15 LPA,"HTML, JavaScript, React, Responsive Design, Git, CSS, Bootstrap"
Senior Data Scientist,Data Science,Deloitte,20 LPA,"TensorFlow, Machine Learning, Data Analysis, Statistics, Pandas"
Business Analyst,Business Analysis,IBM,16 LPA,"Business Analysis, SQL, Excel, Requirement Gathering, Power BI"
AI Engineer,Artificial Intelligence,Deloitte,30 LPA,"Python, Computer Vision, TensorFlow"
Frontend Developer,Web Development,Google,18 LPA,"React, HTML, CSS, JavaScript, Responsive Design"
Java Developer,Software Engineering,Accenture,18 LPA,"Data Structures, Java, OOP Concepts, Maven, Hibernate"
Senior Data Scientist,Data Science,TCS,30 LPA,"TensorFlow, Data Analysis, SQL, Statistics, Machine Learning"
Cloud Engineer,Cloud Computing,Capgemini,32 LPA,"Terraform, Cloud Security, Docker, Linux, GCP"
DevOps Engineer,DevOps,Capgemini,28 LPA,"Docker, AWS, Jenkins, Linux, Ansible"
Business Analyst,Business Analysis,Infosys,10 LPA,"Business Analysis, Requirement Gathering, Tableau, Power BI, SQL"
Frontend Developer,Web Development,Microsoft,12 LPA,"Git, React, HTML, CSS, JavaScript, Responsive Design"
Frontend Developer,Web Development,Amazon,18 LPA,"Responsive Design, CSS, React, Git, HTML"
Cloud Engineer,Cloud Computing,Deloitte,32 LPA,"Terraform, Kubernetes, Cloud Security, Docker, AWS, Azure"
Digital Marketing Specialist,Digital Marketing,Microsoft,12 LPA,"SEO, Content Marketing, Email Marketing, SEM, Google Analytics"
AI Engineer,Artificial Intelligence,Google,30 LPA,"Computer Vision, NLP, Deep Learning, Python, TensorFlow, PyTorch"
Data Analyst,Data Science,Google,20 LPA,"Excel, Tableau, Python, SQL, PySpark"
Backend Developer,Web Development,Microsoft,15 LPA,"Python, Flask, SQL, Git"
AI Engineer,Artificial Intelligence,Meta,30 LPA,"Computer Vision, TensorFlow, Python, NLP"
Frontend Developer,Web Development,Amazon,12 LPA,"CSS, JavaScript, Responsive Design, Git, HTML, React"
AI Engineer,Artificial Intelligence,TCS,30 LPA,"Python, Deep Learning, Computer Vision"
Cloud Engineer,Cloud Computing,Amazon,28 LPA,"Linux, Docker, Cloud Security, Terraform"
Digital Marketing Specialist,Digital Marketing,Amazon,12 LPA,"Content Marketing, SEM, Email Marketing, SEO"
Security Analyst,Cybersecurity,Accenture,26 LPA,"Network Security, Python, Firewall Management"
Business Analyst,Business Analysis,Capgemini,10 LPA,"Tableau, SQL, Business Analysis, Requirement Gathering, Excel"
Backend Developer,Web Development,Deloitte,12 LPA,"SQL, Django, Python, APIs, Flask, Bootstrap"
Data Analyst,Data Science,IBM,30 LPA,"Python, Excel, Data Visualization, Tableau, Statistics, SQL"
Security Analyst,Cybersecurity,Capgemini,22 LPA,"Python, Incident Response, Firewall Management, Network Security, Cryptography"
Cloud Engineer,Cloud Computing,Meta,28 LPA,"Linux, Kubernetes, Docker, Terraform, AWS, Cloud Security"
Business Analyst,Business Analysis,IBM,16 LPA,"Excel, Power BI, Business Analysis, Tableau"
Digital Marketing Specialist,Digital Marketing,Microsoft,10 LPA,"Google Analytics, SEM, Email Marketing, SEO, Content Marketing, Social Media Marketing"
Java Developer,Software Engineering,Capgemini,14 LPA,"Maven, Data Structures, Java, OOP Concepts, Spring Boot, SQL"
Senior Data Scientist,Data Science,Amazon,30 LPA,"Pandas, Data Analysis, Machine Learning, TensorFlow, Python"
Cloud Engineer,Cloud Computing,Deloitte,32 LPA,"AWS, Terraform, Cloud Security, Docker"
DevOps Engineer,DevOps,Cisco,24 LPA,"Docker, Linux, AWS, CI/CD, Kubernetes"
DevOps Engineer,DevOps,Meta,28 LPA,"AWS, Kubernetes, CI/CD, Jenkins"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"Google Analytics, Email Marketing, Content Marketing, SEM, SEO"
Security Analyst,Cybersecurity,Infosys,22 LPA,"Incident Response, Firewall Management, Python, Ethical Hacking, Network Security, SIEM"
Digital Marketing Specialist,Digital Marketing,Google,8 LPA,"SEM, Email Marketing, SEO"
Java Developer,Software Engineering,Cisco,18 LPA,"Data Structures, Spring Boot, Maven, Java, OOP Concepts"
Data Analyst,Data Science,Google,30 LPA,"Tableau, SQL, Statistics, Excel, Data Visualization"
Senior Data Scientist,Data Science,Infosys,20 LPA,"Statistics, Pandas, Python, SQL, TensorFlow"
DevOps Engineer,DevOps,Deloitte,28 LPA,"Docker, AWS, Linux, Kubernetes, CI/CD, Jenkins"
Data Analyst,Data Science,Google,20 LPA,"Data Visualization, Statistics, Tableau, SQL"
Backend Developer,Web Development,Infosys,15 LPA,"Python, Git, SQL, APIs, Bootstrap"
AI Engineer,Artificial Intelligence,Capgemini,25 LPA,"Python, TensorFlow, Deep Learning, NLP, Computer Vision"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"Google Analytics, SEM, Email Marketing, Content Marketing, SEO"
Database Administrator,Database Management,Amazon,15 LPA,"Performance Tuning, SQL, Oracle, Backup and Recovery"
Backend Developer,Web Development,Google,18 LPA,"Django, APIs, Flask, Git, Python, SQL, Next.js"
Java Developer,Software Engineering,TCS,20 LPA,"OOP Concepts, Spring Boot, Data Structures, Maven"
Digital Marketing Specialist,Digital Marketing,Cisco,10 LPA,"SEO, Email Marketing, Google Analytics, Social Media Marketing"
Business Analyst,Business Analysis,IBM,14 LPA,"SQL, Tableau, Excel, Requirement Gathering, Agile Methodology"
Backend Developer,Web Development,Capgemini,15 LPA,"APIs, Git, Flask, Python, Django, SQL, Bootstrap"
Digital Marketing Specialist,Digital Marketing,Meta,8 LPA,"Email Marketing, SEM, Content Marketing, SEO"
DevOps Engineer,DevOps,Cisco,28 LPA,"Jenkins, AWS, Docker, Linux"
Cloud Engineer,Cloud Computing,Google,28 LPA,"AWS, Docker, Linux, Cloud Security"
Database Administrator,Database Management,Cisco,15 LPA,"SQL, Performance Tuning, Oracle, PostgreSQL"
Database Administrator,Database Management,Microsoft,18 LPA,"Database Design, Performance Tuning, SQL, Oracle, Backup and Recovery"
Backend Developer,Web Development,Cisco,18 LPA,"Python, Git, Django, SQL, APIs, Next.js"
Data Analyst,Data Science,Google,30 LPA,"Excel, Python, Statistics, Tableau, SQL, Data Visualization"
Database Administrator,Database Management,Deloitte,15 LPA,"Oracle, Backup and Recovery, Performance Tuning, SQL, Database Design, PostgreSQL"
AI Engineer,Artificial Intelligence,Cisco,25 LPA,"Python, TensorFlow, Deep Learning"
DevOps Engineer,DevOps,Amazon,24 LPA,"Linux, Docker, Jenkins, CI/CD, AWS, Ansible"
Data Analyst,Data Science,Meta,25 LPA,"Excel, Tableau, Data Visualization, SQL, Python, Hadoop"
Data Analyst,Data Science,Meta,25 LPA,"Python, SQL, Tableau, Statistics, Hadoop"
Cloud Engineer,Cloud Computing,Infosys,32 LPA,"Terraform, Cloud Security, Linux, Docker"
Cloud Engineer,Cloud Computing,Meta,25 LPA,"Cloud Security, Linux, AWS, Terraform, Azure"
Frontend Developer,Web Development,Deloitte,12 LPA,"Responsive Design, JavaScript, CSS, React"
DevOps Engineer,DevOps,Google,24 LPA,"Linux, Kubernetes, Docker, Jenkins, Ansible"
Cloud Engineer,Cloud Computing,Deloitte,28 LPA,"Linux, Kubernetes, Cloud Security, Terraform, AWS"
Security Analyst,Cybersecurity,TCS,26 LPA,"Python, Incident Response, Firewall Management"
Backend Developer,Web Development,Microsoft,18 LPA,"SQL, Git, Flask, Django, APIs, Python"
Database Administrator,Database Management,Deloitte,15 LPA,"Oracle, Performance Tuning, Database Design, Backup and Recovery"
Database Administrator,Database Management,Infosys,18 LPA,"Performance Tuning, SQL, Backup and Recovery, Database Design"
Cloud Engineer,Cloud Computing,Cisco,25 LPA,"Cloud Security, Linux, Terraform, Kubernetes"
AI Engineer,Artificial Intelligence,Infosys,35 LPA,"Computer Vision, Deep Learning, Python, NLP"
Business Analyst,Business Analysis,Accenture,16 LPA,"Tableau, Excel, Business Analysis, Power BI, SQL, Requirement Gathering"
Cloud Engineer,Cloud Computing,Meta,25 LPA,"Linux, AWS, Cloud Security, Kubernetes"
Data Analyst,Data Science,Microsoft,25 LPA,"Excel, Python, Tableau, Data Visualization"
Digital Marketing Specialist,Digital Marketing,TCS,12 LPA,"SEM, Content Marketing, Email Marketing, Google Analytics"
Business Analyst,Business Analysis,Microsoft,16 LPA,"Business Analysis, Power BI, Excel, Tableau, Requirement Gathering"
Senior Data Scientist,Data Science,IBM,25 LPA,"Python, SQL, Statistics, TensorFlow, Data Analysis, Pandas, Machine Learning"
AI Engineer,Artificial Intelligence,Accenture,25 LPA,"NLP, Python, TensorFlow, Computer Vision"
Backend Developer,Web Development,Microsoft,18 LPA,"Git, APIs, Python, Django, Flask, SQL"
Security Analyst,Cybersecurity,Cisco,30 LPA,"Firewall Management, Python, Network Security"
Data Analyst,Data Science,Accenture,20 LPA,"Python, Statistics, Tableau, Data Visualization, SQL, Excel, Hadoop"
Cloud Engineer,Cloud Computing,Capgemini,28 LPA,"Cloud Security, Docker, Linux, AWS, GCP"
Security Analyst,Cybersecurity,Amazon,26 LPA,"Python, Network Security, Ethical Hacking, Incident Response, Firewall Management"
Data Analyst,Data Science,Meta,30 LPA,"Data Visualization, Python, Statistics, SQL, Hadoop"
Cloud Engineer,Cloud Computing,TCS,25 LPA,"Cloud Security, Terraform, Linux, Docker"
Cloud Engineer,Cloud Computing,TCS,32 LPA,"Terraform, AWS, Cloud Security, Kubernetes, Linux, Docker"
Data Analyst,Data Science,Amazon,30 LPA,"Excel, SQL, Tableau, Python, Data Visualization, Statistics"
Backend Developer,Web Development,TCS,12 LPA,"APIs, Python, Django, Flask, SQL, Git"
Database Administrator,Database Management,Infosys,20 LPA,"Oracle, Backup and Recovery, Performance Tuning"
Database Administrator,Database Management,IBM,18 LPA,"Performance Tuning, Database Design, Backup and Recovery, Oracle, PostgreSQL"
AI Engineer,Artificial Intelligence,Meta,25 LPA,"NLP, Deep Learning, Computer Vision, TensorFlow"
Senior Data Scientist,Data Science,Cisco,20 LPA,"Statistics, Pandas, Data Analysis, SQL, Python, TensorFlow, Machine Learning, PySpark"
Backend Developer,Web Development,Meta,15 LPA,"Django, Git, SQL, Python"
Database Administrator,Database Management,Accenture,18 LPA,"SQL, Database Design, Backup and Recovery, Oracle, Performance Tuning"
Frontend Developer,Web Development,TCS,12 LPA,"React, HTML, Git, CSS, JavaScript"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"AWS, Linux, Kubernetes, Cloud Security, Terraform, Docker, GCP"
Backend Developer,Web Development,Meta,15 LPA,"SQL, Django, Python, Flask, Git"
Database Administrator,Database Management,Infosys,18 LPA,"Performance Tuning, Backup and Recovery, SQL, Database Design"
Data Analyst,Data Science,Cisco,20 LPA,"Data Visualization, SQL, Excel, Python, Statistics, Tableau"
Security Analyst,Cybersecurity,TCS,26 LPA,"Firewall Management, Python, Ethical Hacking, Incident Response"
AI Engineer,Artificial Intelligence,Google,30 LPA,"NLP, TensorFlow, Python, Deep Learning, PyTorch"
AI Engineer,Artificial Intelligence,Meta,25 LPA,"Python, NLP, TensorFlow, PyTorch"
Backend Developer,Web Development,Deloitte,18 LPA,"Git, APIs, Django, Flask, SQL"
Backend Developer,Web Development,Accenture,15 LPA,"Django, Python, Flask, SQL, Next.js"
AI Engineer,Artificial Intelligence,Amazon,30 LPA,"NLP, TensorFlow, Computer Vision, Deep Learning, Python"
Senior Data Scientist,Data Science,Amazon,30 LPA,"TensorFlow, Data Analysis, Statistics, Machine Learning, SQL, Python, Pandas"
Database Administrator,Database Management,Microsoft,18 LPA,"Performance Tuning, Oracle, Backup and Recovery, SQL, Database Design"
Cloud Engineer,Cloud Computing,Cisco,28 LPA,"Terraform, Linux, Cloud Security, Docker, AWS, Kubernetes"
Java Developer,Software Engineering,Meta,14 LPA,"Maven, OOP Concepts, Java, SQL, Data Structures"
Java Developer,Software Engineering,Accenture,14 LPA,"Spring Boot, OOP Concepts, SQL, Maven"
Java Developer,Software Engineering,IBM,14 LPA,"SQL, OOP Concepts, Spring Boot, Java, Maven, Data Structures"
Cloud Engineer,Cloud Computing,IBM,32 LPA,"Linux, Docker, AWS, Terraform, Kubernetes"
AI Engineer,Artificial Intelligence,Meta,25 LPA,"NLP, TensorFlow, Deep Learning, Python"
